C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_53_194.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_53_194.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_53_194.jpg, 0, 0, 0, 7.862136E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_53_296.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_53_296.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_53_296.jpg, 0, 0, 0, 7.794993E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_53_398.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_53_398.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_53_398.jpg, 0, 0, 0, 7.803465E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_53_502.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_53_502.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_53_502.jpg, 0, 0, 0, 7.817695E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_53_605.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_53_605.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_53_605.jpg, 0, 0, 0, 7.806673E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_53_706.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_53_706.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_53_706.jpg, 0, 0, 0, 7.806657E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_53_808.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_53_808.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_53_808.jpg, 0, 0, 0, 8.025891E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_53_909.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_53_909.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_53_909.jpg, 0, 0, 0, 7.790132E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_54_012.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_54_012.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_54_012.jpg, 0, 0, 0, 7.814969E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_54_114.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_54_114.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_54_114.jpg, 0, 0, 0, 7.908985E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_54_214.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_54_214.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_54_214.jpg, 0, 0, 0, 8.109145E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_54_316.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_54_316.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_54_316.jpg, 0, 0, 0, 7.784595E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_54_416.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_54_416.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_54_416.jpg, 0, 0, 0, 7.835039E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_54_519.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_54_519.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_54_519.jpg, 0, 0, 0, 7.830347E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_54_621.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_54_621.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_54_621.jpg, 0, 0, 0, 7.913363E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_54_725.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_54_725.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_54_725.jpg, 0, 0, 0, 7.863332E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_54_827.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_54_827.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_54_827.jpg, 0, 0, 0, 7.886279E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_54_929.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_54_929.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_54_929.jpg, 0, 0, 0, 7.798028E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_55_032.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_55_032.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_55_032.jpg, 0, 0, 0, 7.788715E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_55_131.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_55_131.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_55_131.jpg, 0, 0, 0, 7.887328E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_55_232.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_55_232.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_55_232.jpg, 0, 0, 0, 7.793943E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_55_336.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_55_336.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_55_336.jpg, 0, 0, 0, 7.868304E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_55_438.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_55_438.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_55_438.jpg, 0, 0, 0, 8.191312E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_55_541.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_55_541.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_55_541.jpg, 0, 0, 0, 7.83689E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_55_642.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_55_642.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_55_642.jpg, 0, 0, 0, 7.826097E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_55_743.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_55_743.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_55_743.jpg, 0, 0, 0, 7.802064E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_55_845.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_55_845.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_55_845.jpg, 0, 0, 0, 7.806302E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_55_946.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_55_946.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_55_946.jpg, 0, 0, 0, 7.782047E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_56_049.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_56_049.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_56_049.jpg, 0, 0, 0, 7.834494E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_56_152.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_56_152.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_56_152.jpg, 0, 0, 0, 7.944799E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_56_253.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_56_253.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_56_253.jpg, 0, 0, 0, 7.922164E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_56_353.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_56_353.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_56_353.jpg, 0, 0, 0, 7.777298E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_56_456.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_56_456.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_56_456.jpg, 0, 0, 0, 7.892602E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_56_557.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_56_557.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_56_557.jpg, 0, 0, 0, 7.820074E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_56_661.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_56_661.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_56_661.jpg, 0, 0, 0, 7.90306E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_56_765.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_56_765.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_56_765.jpg, 0, 0, 0, 7.858864E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_56_867.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_56_867.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_56_867.jpg, 0, 0, 0, 7.816944E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_56_972.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_56_972.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_56_972.jpg, 0, 0, 0, 7.815788E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_57_075.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_57_075.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_57_075.jpg, 0, 0, 0, 7.808513E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_57_176.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_57_176.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_57_176.jpg, 0, 0, 0, 7.876154E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_57_278.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_57_278.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_57_278.jpg, 0, 0, 0, 7.955599E-05
C:\Users\jenny\Desktop\IMG\center_2019_04_25_09_32_57_381.jpg, C:\Users\jenny\Desktop\IMG\left_2019_04_25_09_32_57_381.jpg, C:\Users\jenny\Desktop\IMG\right_2019_04_25_09_32_57_381.jpg, 0, 0, 0, 8.023857E-05
